"","X","Date","Match.ID","Team.Name","Player.Name","Game..","Mode","Map.Name","Win.Team","Rnds.Won","K.D","Kills","Deaths","Assist","Total.Dmg","Shots.per.Kill","Kills.Min","Deaths.Min","Dmg.Min","Total.Time.Alive","Total.First.Bloods","Total.First.Bloods.Deaths","Total.Hill.Time","Total.Rotation.Kills","Total.Rotation.Deaths","Total.Tacticals.Used","Total.Objective.Tiers.Contributed","Total.Untraded.Kills","Total.Untraded.Deaths","Total.Traded.Kills","Total.Traded.Deaths","Total.Shots.Hit","Total.Shots.Head","Total.Game.Win","Total.Game.Loss","Rnd.Lost","Total.Game.Score","Total.Game.Plus.Minus","Total.Dmg.Dealt","Duration","Stage","Opponent.Name","Total.Opp.Game.Score"
"1",1,"6/18/2023",11478,"NY","HyDra",4,"S&D","Embassy","NY",6,0.5,4,8,3,707,23.75,0.27,0.53,47.13,415.488,2,1,"0",0,0,3,0,2,4,1,3,28,1,1,0,4,6,-2,"707",415,"Stage5","TOR",4
"2",2,"6/18/2023",11478,"NY","KiSMET",4,"S&D","Embassy","NY",6,3,15,5,0,1272,9,1,0.33,84.8,627.728,3,0,"0",0,0,5,0,12,4,0,0,50,9,1,0,4,6,-2,"1272",628,"Stage5","TOR",4
"3",3,"6/18/2023",11478,"NY","Priestahh",4,"S&D","Embassy","NY",6,0.8,4,5,3,864,22.25,0.27,0.33,57.6,614.496,0,2,"0",0,0,8,0,3,4,0,1,24,6,1,0,4,6,-2,"864",614,"Stage5","TOR",4
"4",4,"6/18/2023",11478,"NY","Skyz",4,"S&D","Embassy","NY",6,1.17,7,6,0,1050,11.57,0.47,0.4,70,591.216,2,0,"0",0,0,8,0,5,4,1,0,24,1,1,0,4,6,-2,"1050",591,"Stage5","TOR",4
"5",5,"6/18/2023",11478,"TOR","CleanX",4,"S&D","Embassy","NY",4,1.29,9,7,1,1062,15,0.6,0.47,70.8,568.784,1,1,"0",0,0,7,0,6,6,2,0,41,3,0,1,6,4,-2,"1062",569,"Stage5","NY",6
"6",6,"6/18/2023",11478,"TOR","Hicksy",4,"S&D","Embassy","NY",4,0.88,7,8,0,864,16.86,0.47,0.53,57.6,391.44,1,2,"0",0,0,7,0,4,6,1,1,39,5,0,1,6,4,-2,"864",391,"Stage5","NY",6
"7",7,"6/18/2023",11478,"TOR","Insight",4,"S&D","Embassy","NY",4,0.57,4,7,1,844,34.25,0.27,0.47,56.27,592.352,0,0,"0",0,0,6,0,3,3,0,1,31,4,0,1,6,4,-2,"844",592,"Stage5","NY",6
"8",8,"6/18/2023",11478,"TOR","Scrap",4,"S&D","Embassy","NY",4,0.5,4,8,0,707,26.25,0.27,0.53,47.13,381.168,1,4,"0",0,0,1,0,3,7,1,0,9,1,0,1,6,4,-2,"707",381,"Stage5","NY",6
"9",9,"6/18/2023",11478,"NY","HyDra",3,"Hardpoint","Breenbergh Hotel","NY",1,1.21,29,24,8,3359,15.28,2.64,2.18,305.36,517.008,0,1,"0",6,5,10,0,18,19,11,5,142,5,1,0,0,250,-14,"3359",517,"Stage5","TOR",4
"10",10,"6/18/2023",11478,"NY","KiSMET",3,"Hardpoint","Breenbergh Hotel","NY",1,0.96,23,24,8,2863,15.57,2.09,2.18,260.27,544.576,0,0,"0",10,3,16,0,18,15,5,9,103,13,1,0,0,250,-14,"2863",545,"Stage5","TOR",4
"11",11,"6/18/2023",11478,"NY","Priestahh",3,"Hardpoint","Breenbergh Hotel","NY",1,1.29,27,21,4,3067,12.67,2.45,1.91,278.82,551.36,0,0,"0",7,3,22,0,19,18,8,3,112,11,1,0,0,250,-14,"3067",551,"Stage5","TOR",4
"12",12,"6/18/2023",11478,"NY","Skyz",3,"Hardpoint","Breenbergh Hotel","NY",1,1.05,22,21,10,3203,21.68,2,1.91,291.18,552.768,0,0,"0",5,4,14,0,17,17,5,4,110,13,1,0,0,250,-14,"3203",553,"Stage5","TOR",4
"13",13,"6/18/2023",11478,"TOR","CleanX",3,"Hardpoint","Breenbergh Hotel","NY",0,0.86,24,28,10,3249,19.63,2.18,2.55,295.36,513.056,1,0,"0",5,8,19,0,17,18,7,10,116,18,0,1,1,236,-14,"3249",513,"Stage5","NY",6
"14",14,"6/18/2023",11478,"TOR","Hicksy",3,"Hardpoint","Breenbergh Hotel","NY",0,0.71,20,28,7,2350,17.25,1.82,2.55,213.64,513.152,0,0,"0",2,7,16,0,16,18,4,10,89,4,0,1,1,236,-14,"2350",513,"Stage5","NY",6
"15",15,"6/18/2023",11478,"TOR","Insight",3,"Hardpoint","Breenbergh Hotel","NY",0,1.32,25,19,4,3099,17.08,2.27,1.73,281.73,556.608,0,0,"0",2,7,13,0,22,15,3,4,108,11,0,1,1,236,-14,"3099",557,"Stage5","NY",6
"16",16,"6/18/2023",11478,"TOR","Scrap",3,"Hardpoint","Breenbergh Hotel","NY",0,0.81,21,26,8,2984,21,1.91,2.36,271.27,534.096,0,0,"0",5,5,9,0,14,21,7,5,24,16,0,1,1,236,-14,"2984",534,"Stage5","NY",6
"17",17,"6/18/2023",11478,"NY","HyDra",2,"Control","Breenbergh Hotel","NY",3,1.65,28,17,5,3137,11.29,2.55,1.55,285.18,563.008,0,0,"0",0,0,7,1,23,13,5,4,112,7,1,0,0,3,-3,"3137",563,"Stage5","TOR",4
"18",18,"6/18/2023",11478,"NY","KiSMET",2,"Control","Breenbergh Hotel","NY",3,1.17,21,18,7,2649,15.86,1.91,1.64,240.82,559.472,2,1,"0",0,0,12,1,18,14,3,4,108,4,1,0,0,3,-3,"2649",559,"Stage5","TOR",4
"19",19,"6/18/2023",11478,"NY","Priestahh",2,"Control","Breenbergh Hotel","NY",3,0.68,13,19,10,1986,19.85,1.18,1.73,180.55,548.96,0,0,"0",0,0,20,3,11,15,2,4,69,5,1,0,0,3,-3,"1986",549,"Stage5","TOR",4
"20",20,"6/18/2023",11478,"NY","Skyz",2,"Control","Breenbergh Hotel","NY",3,1.27,19,15,3,2442,19.84,1.73,1.36,222,578.112,0,0,"0",0,0,14,5,13,12,6,3,80,11,1,0,0,3,-3,"2442",578,"Stage5","TOR",4
"21",21,"6/18/2023",11478,"TOR","CleanX",2,"Control","Breenbergh Hotel","NY",0,0.87,20,23,7,2580,19.45,1.82,2.09,234.55,523.952,1,0,"0",0,0,15,4,15,18,5,5,107,11,0,1,3,0,-3,"2580",524,"Stage5","NY",6
"22",22,"6/18/2023",11478,"TOR","Hicksy",2,"Control","Breenbergh Hotel","NY",0,0.71,15,21,3,1585,12,1.36,1.91,144.09,538.72,0,2,"0",0,0,17,5,13,16,2,5,65,9,0,1,3,0,-3,"1585",539,"Stage5","NY",6
"23",23,"6/18/2023",11478,"TOR","Insight",2,"Control","Breenbergh Hotel","NY",0,1.29,18,14,5,2277,21,1.64,1.27,207,580.416,0,0,"0",0,0,12,5,13,12,5,2,77,8,0,1,3,0,-3,"2277",580,"Stage5","NY",6
"24",24,"6/18/2023",11478,"TOR","Scrap",2,"Control","Breenbergh Hotel","NY",0,0.7,16,23,9,2600,22.38,1.45,2.09,236.36,533.312,0,0,"0",0,0,13,3,13,19,3,4,19,7,0,1,3,0,-3,"2600",533,"Stage5","NY",6
"25",25,"6/18/2023",11478,"NY","HyDra",1,"S&D","Breenbergh Hotel","NY",6,2,6,3,2,713,15,0.67,0.33,79.22,347.6,1,1,"0",0,0,4,0,4,1,0,2,28,2,1,0,1,6,-5,"713",348,"Stage5","TOR",4
"26",26,"6/18/2023",11478,"NY","KiSMET",1,"S&D","Breenbergh Hotel","NY",6,2.33,7,3,2,788,10.14,0.78,0.33,87.56,403.168,1,1,"0",0,0,4,0,7,1,0,0,26,4,1,0,1,6,-5,"788",403,"Stage5","TOR",4
"27",27,"6/18/2023",11478,"NY","Priestahh",1,"S&D","Breenbergh Hotel","NY",6,0.5,2,4,4,461,38,0.22,0.44,51.22,358.752,1,0,"0",0,0,6,0,2,4,0,0,18,1,1,0,1,6,-5,"461",359,"Stage5","TOR",4
"28",28,"6/18/2023",11478,"NY","Skyz",1,"S&D","Breenbergh Hotel","NY",6,5,10,2,1,1175,17.9,1.11,0.22,130.56,427.28,2,0,"0",0,0,7,0,7,2,0,0,39,3,1,0,1,6,-5,"1175",427,"Stage5","TOR",4
"29",29,"6/18/2023",11478,"TOR","CleanX",1,"S&D","Breenbergh Hotel","NY",1,0.14,1,7,0,441,48,0.11,0.78,49,328.912,0,2,"0",0,0,3,0,1,4,0,0,14,1,0,1,6,1,-5,"441",329,"Stage5","NY",6
"30",30,"6/18/2023",11478,"TOR","Hicksy",1,"S&D","Breenbergh Hotel","NY",1,0.43,3,7,0,299,18.67,0.33,0.78,33.22,306.32,0,2,"0",0,0,5,0,2,7,1,0,14,0,0,1,6,1,-5,"299",306,"Stage5","NY",6
"31",31,"6/18/2023",11478,"TOR","Insight",1,"S&D","Breenbergh Hotel","NY",1,1,5,5,0,823,23,0.56,0.56,91.44,444.256,0,0,"0",0,0,7,0,3,3,0,0,29,4,0,1,6,1,-5,"823",444,"Stage5","NY",6
"32",32,"6/18/2023",11478,"TOR","Scrap",1,"S&D","Breenbergh Hotel","NY",1,0.5,3,6,0,724,28.33,0.33,0.67,80.44,295.648,2,1,"0",0,0,3,0,2,6,1,0,5,4,0,1,6,1,-5,"724",296,"Stage5","NY",6
"33",33,"6/18/2023",11478,"NY","HyDra",0,"Hardpoint","Zarqwa Hydroelectric","NY",1,1.29,22,17,6,2594,13.5,2.75,2.13,324.25,402.976,0,0,"0",5,2,6,0,17,12,5,5,98,9,1,0,0,250,-166,"2594",403,"Stage5","TOR",4
"34",34,"6/18/2023",11478,"NY","KiSMET",0,"Hardpoint","Zarqwa Hydroelectric","NY",1,2.5,25,10,4,2534,11.24,3.13,1.25,316.75,386.4,0,0,"0",6,3,7,0,21,7,4,3,97,9,1,0,0,250,-166,"2534",386,"Stage5","TOR",4
"35",35,"6/18/2023",11478,"NY","Priestahh",0,"Hardpoint","Zarqwa Hydroelectric","NY",1,1.44,13,9,10,1720,12.31,1.63,1.13,215,424.272,0,1,"0",4,2,10,0,13,8,0,1,58,6,1,0,0,250,-166,"1720",424,"Stage5","TOR",4
"36",36,"6/18/2023",11478,"NY","Skyz",0,"Hardpoint","Zarqwa Hydroelectric","NY",1,2.15,28,13,11,3124,12.32,3.5,1.63,390.5,429.008,0,0,"0",5,1,13,0,23,8,5,5,118,6,1,0,0,250,-166,"3124",429,"Stage5","TOR",4
"37",37,"6/18/2023",11478,"TOR","CleanX",0,"Hardpoint","Zarqwa Hydroelectric","NY",0,0.4,10,25,2,1532,21.3,1.25,3.13,191.5,373.328,0,0,"0",2,5,15,0,5,22,5,3,61,5,0,1,1,84,-166,"1532",373,"Stage5","NY",6
"38",38,"6/18/2023",11478,"TOR","Hicksy",0,"Hardpoint","Zarqwa Hydroelectric","NY",0,0.48,10,21,5,1572,18.6,1.25,2.63,196.5,393.824,0,0,"0",1,6,18,0,7,18,3,3,62,6,0,1,1,84,-166,"1572",394,"Stage5","NY",6
"39",39,"6/18/2023",11478,"TOR","Insight",0,"Hardpoint","Zarqwa Hydroelectric","NY",0,0.65,13,20,3,1685,17.77,1.63,2.5,210.63,391.728,0,0,"0",3,3,10,0,11,16,2,4,56,7,0,1,1,84,-166,"1685",392,"Stage5","NY",6
"40",40,"6/18/2023",11478,"TOR","Scrap",0,"Hardpoint","Zarqwa Hydroelectric","NY",0,0.73,16,22,4,1848,11.75,2,2.75,231,388.608,1,0,"0",2,6,6,0,12,18,4,4,15,16,0,1,1,84,-166,"1848",389,"Stage5","NY",6
"41",41,"6/17/2023",11485,"ATL","Cellium",3,"Hardpoint","Embassy","NY",0,1.15,23,20,9,2779,17.09,2.09,1.82,252.64,556.848,0,0,"0",5,7,16,0,19,17,4,3,95,6,0,1,1,195,55,"2779",557,"Stage5","NY",250
"42",42,"6/17/2023",11485,"ATL","Simp",3,"Hardpoint","Embassy","NY",0,0.83,20,24,6,2993,17.9,1.82,2.18,272.09,525.92,0,0,"0",4,6,16,0,13,18,7,6,115,11,0,1,1,195,55,"2993",526,"Stage5","NY",250
"43",43,"6/17/2023",11485,"ATL","SlasheR",3,"Hardpoint","Embassy","NY",0,1.22,22,18,11,2908,16.27,2,1.64,264.36,573.136,0,0,"0",8,5,17,0,17,14,5,4,97,17,0,1,1,195,55,"2908",573,"Stage5","NY",250
"44",44,"6/17/2023",11485,"ATL","aBeZy",3,"Hardpoint","Embassy","NY",0,0.88,22,25,8,2603,12.91,2,2.27,236.64,534.608,0,1,"0",7,5,15,0,13,16,9,9,95,9,0,1,1,195,55,"2603",535,"Stage5","NY",250
"45",45,"6/17/2023",11485,"NY","HyDra",3,"Hardpoint","Embassy","NY",1,1.25,25,20,9,2826,16.68,2.27,1.82,256.91,541.216,0,0,"0",8,3,5,0,21,13,4,7,114,10,1,0,0,250,55,"2826",541,"Stage5","ATL",195
"46",46,"6/17/2023",11485,"NY","KiSMET",3,"Hardpoint","Embassy","NY",1,0.85,22,26,9,2538,15.82,2,2.36,230.73,534.304,0,0,"0",7,7,11,0,12,17,10,9,99,3,1,0,0,250,55,"2538",534,"Stage5","ATL",195
"47",47,"6/17/2023",11485,"NY","Priestahh",3,"Hardpoint","Embassy","NY",1,0.79,19,24,10,2191,13.26,1.73,2.18,199.18,544.336,0,0,"0",5,7,19,0,14,18,5,6,81,6,1,0,0,250,55,"2191",544,"Stage5","ATL",195
"48",48,"6/17/2023",11485,"NY","Skyz",3,"Hardpoint","Embassy","NY",1,1.24,21,17,5,2541,17.48,1.91,1.55,231,584.896,1,0,"0",3,7,13,0,18,14,3,3,90,9,1,0,0,250,55,"2541",585,"Stage5","ATL",195
"49",49,"6/17/2023",11485,"ATL","Cellium",2,"Control","Breenbergh Hotel","NY",0,1,17,17,7,2320,22.29,1.42,1.42,193.33,610.32,0,0,"0",0,0,14,5,14,14,3,3,82,8,0,1,3,0,3,"2320",610,"Stage5","NY",250
"50",50,"6/17/2023",11485,"ATL","Simp",2,"Control","Breenbergh Hotel","NY",0,0.8,20,25,4,2186,17.75,1.67,2.08,182.17,570.512,0,3,"0",0,0,22,1,14,19,6,6,93,6,0,1,3,0,3,"2186",571,"Stage5","NY",250
"51",51,"6/17/2023",11485,"ATL","SlasheR",2,"Control","Breenbergh Hotel","NY",0,0.62,13,21,6,2127,16.69,1.08,1.75,177.25,592.176,0,0,"0",0,0,17,2,7,12,6,9,70,6,0,1,3,0,3,"2127",592,"Stage5","NY",250
"52",52,"6/17/2023",11485,"ATL","aBeZy",2,"Control","Breenbergh Hotel","NY",0,0.96,23,24,7,2676,16.26,1.92,2,223,584.416,0,0,"0",0,0,16,0,20,18,3,5,111,11,0,1,3,0,3,"2676",584,"Stage5","NY",250
"53",53,"6/17/2023",11485,"NY","HyDra",2,"Control","Breenbergh Hotel","NY",3,1.32,25,19,5,2757,12.52,2.08,1.58,229.75,608.496,0,0,"0",0,0,3,2,17,13,8,6,105,7,1,0,0,3,3,"2757",608,"Stage5","ATL",195
"54",54,"6/17/2023",11485,"NY","KiSMET",2,"Control","Breenbergh Hotel","NY",3,1.13,26,23,7,3242,13.08,2.17,1.92,270.17,591.2,1,0,"0",0,0,11,4,16,16,10,7,121,14,1,0,0,3,3,"3242",591,"Stage5","ATL",195
"55",55,"6/17/2023",11485,"NY","Priestahh",2,"Control","Breenbergh Hotel","NY",3,1.33,20,15,7,2261,15.05,1.67,1.25,188.42,629.328,1,0,"0",0,0,16,5,17,15,3,0,86,8,1,0,0,3,3,"2261",629,"Stage5","ATL",195
"56",56,"6/17/2023",11485,"NY","Skyz",2,"Control","Breenbergh Hotel","NY",3,1,16,16,4,2185,21.69,1.33,1.33,182.08,624.304,1,0,"0",0,0,14,4,13,11,2,5,77,5,1,0,0,3,3,"2185",624,"Stage5","ATL",195
"57",57,"6/17/2023",11485,"ATL","Cellium",1,"S&D","El Asilo","NY",3,1.33,8,6,0,1284,30.75,0.57,0.43,91.71,602.288,0,1,"0",0,0,9,0,5,6,0,0,49,8,0,1,6,3,3,"1284",602,"Stage5","NY",250
"58",58,"6/17/2023",11485,"ATL","Simp",1,"S&D","El Asilo","NY",3,0.44,4,9,0,637,29.25,0.29,0.64,45.5,489.456,0,1,"0",0,0,8,0,3,8,1,0,23,6,0,1,6,3,3,"637",489,"Stage5","NY",250
"59",59,"6/17/2023",11485,"ATL","SlasheR",1,"S&D","El Asilo","NY",3,0.75,6,8,0,995,19.5,0.43,0.57,71.07,525.488,3,0,"0",0,0,9,0,4,3,2,1,30,2,0,1,6,3,3,"995",525,"Stage5","NY",250
"60",60,"6/17/2023",11485,"ATL","aBeZy",1,"S&D","El Asilo","NY",3,0.11,1,9,0,393,67,0.07,0.64,28.07,445.056,1,3,"0",0,0,6,0,1,7,0,1,17,1,0,1,6,3,3,"393",445,"Stage5","NY",250
"61",61,"6/17/2023",11485,"NY","HyDra",1,"S&D","El Asilo","NY",6,3.75,15,4,1,1643,11.33,1.07,0.29,117.36,565.232,0,1,"0",0,0,2,0,10,2,1,2,65,8,1,0,3,6,3,"1643",565,"Stage5","ATL",195
"62",62,"6/17/2023",11485,"NY","KiSMET",1,"S&D","El Asilo","NY",6,2.2,11,5,2,1356,12.91,0.79,0.36,96.86,560.256,2,1,"0",0,0,8,0,8,3,1,1,49,8,1,0,3,6,3,"1356",560,"Stage5","ATL",195
"63",63,"6/17/2023",11485,"NY","Priestahh",1,"S&D","El Asilo","NY",6,1.25,5,4,0,830,25.8,0.36,0.29,59.29,565.76,3,1,"0",0,0,7,0,5,3,0,0,32,1,1,0,3,6,3,"830",566,"Stage5","ATL",195
"64",64,"6/17/2023",11485,"NY","Skyz",1,"S&D","El Asilo","NY",6,0.17,1,6,1,414,87,0.07,0.43,29.57,518.384,0,1,"0",0,0,8,0,1,5,0,0,11,1,1,0,3,6,3,"414",518,"Stage5","ATL",195
"65",65,"6/17/2023",11485,"ATL","Cellium",0,"Hardpoint","Breenbergh Hotel","ATL",1,1.76,30,17,7,3092,14.1,3,1.7,309.2,520.912,0,0,"0",4,3,14,0,25,12,5,5,113,10,1,0,0,250,-52,"3092",521,"Stage5","NY",250
"66",66,"6/17/2023",11485,"ATL","Simp",0,"Hardpoint","Breenbergh Hotel","ATL",1,1.39,32,23,7,4007,13.78,3.2,2.3,400.7,513.808,0,1,"0",3,4,17,0,25,17,7,6,154,10,1,0,0,250,-52,"4007",514,"Stage5","NY",250
"67",67,"6/17/2023",11485,"ATL","SlasheR",0,"Hardpoint","Breenbergh Hotel","ATL",1,1.5,24,16,9,2857,14.63,2.4,1.6,285.7,534.112,0,0,"0",3,4,15,0,18,9,6,7,106,14,1,0,0,250,-52,"2857",534,"Stage5","NY",250
"68",68,"6/17/2023",11485,"ATL","aBeZy",0,"Hardpoint","Breenbergh Hotel","ATL",1,1.14,24,21,12,2706,14.29,2.4,2.1,270.6,500.736,0,0,"0",2,1,16,0,15,8,9,13,107,13,1,0,0,250,-52,"2706",501,"Stage5","NY",250
"69",69,"6/17/2023",11485,"NY","HyDra",0,"Hardpoint","Breenbergh Hotel","ATL",0,1.04,27,26,5,2854,12.48,2.7,2.6,285.4,499.536,1,0,"0",5,2,5,0,15,20,12,6,116,10,0,1,1,198,-52,"2854",500,"Stage5","ATL",195
"70",70,"6/17/2023",11485,"NY","KiSMET",0,"Hardpoint","Breenbergh Hotel","ATL",0,0.84,27,32,6,2829,12.33,2.7,3.2,282.9,468.608,0,0,"0",5,6,10,0,16,23,11,9,111,12,0,1,1,198,-52,"2829",469,"Stage5","ATL",195
"71",71,"6/17/2023",11485,"NY","Priestahh",0,"Hardpoint","Breenbergh Hotel","ATL",0,0.37,10,27,5,1448,25.6,1,2.7,144.8,492.768,0,0,"0",0,2,25,0,6,20,4,7,52,7,0,1,1,198,-52,"1448",493,"Stage5","ATL",195
"72",72,"6/17/2023",11485,"NY","Skyz",0,"Hardpoint","Breenbergh Hotel","ATL",0,0.52,13,25,11,2631,23.69,1.3,2.5,263.1,505.696,0,0,"0",2,2,17,0,9,20,4,5,80,2,0,1,1,198,-52,"2631",506,"Stage5","ATL",195
"73",73,"6/17/2023",11484,"ATL","Cellium",3,"Hardpoint","Embassy","ATL",1,1.65,28,17,12,3589,18.46,2.33,1.42,299.08,577.376,0,0,"0",1,4,15,0,25,14,3,3,122,19,1,0,0,250,-67,"3589",577,"Stage5","SEA",183
"74",74,"6/17/2023",11484,"ATL","Simp",3,"Hardpoint","Embassy","ATL",1,1.04,27,26,12,3489,16.93,2.25,2.17,290.75,570.256,0,0,"0",8,3,18,0,21,13,6,13,147,10,1,0,0,250,-67,"3489",570,"Stage5","SEA",183
"75",75,"6/17/2023",11484,"ATL","SlasheR",3,"Hardpoint","Embassy","ATL",1,1.5,33,22,7,3344,12.73,2.75,1.83,278.67,496.432,1,0,"0",9,5,21,0,28,14,5,8,118,12,1,0,0,250,-67,"3344",496,"Stage5","SEA",183
"76",76,"6/17/2023",11484,"ATL","aBeZy",3,"Hardpoint","Embassy","ATL",1,1.29,31,24,7,3601,14.19,2.58,2,300.08,591.952,0,0,"0",10,3,15,0,23,16,8,8,139,24,1,0,0,250,-67,"3601",592,"Stage5","SEA",183
"77",77,"6/17/2023",11484,"SEA","Accuracy",3,"Hardpoint","Embassy","ATL",0,0.61,17,28,4,2190,19.12,1.42,2.33,182.5,560.832,0,0,"0",2,7,17,0,13,24,4,4,76,12,0,1,1,183,-67,"2190",561,"Stage5","ATL",250
"78",78,"6/17/2023",11484,"SEA","Mack",3,"Hardpoint","Embassy","ATL",0,0.9,26,29,7,3133,17.92,2.17,2.42,261.08,558.672,0,1,"0",6,4,20,0,16,22,10,7,116,11,0,1,1,183,-67,"3133",559,"Stage5","ATL",250
"79",79,"6/17/2023",11484,"SEA","Pred",3,"Hardpoint","Embassy","ATL",0,0.71,20,28,10,2749,19.4,1.67,2.33,229.08,577.664,0,0,"0",3,6,14,0,12,20,8,8,110,12,0,1,1,183,-67,"2749",578,"Stage5","ATL",250
"80",80,"6/17/2023",11484,"SEA","Sib",3,"Hardpoint","Embassy","ATL",0,0.76,26,34,8,3154,17.77,2.17,2.83,262.83,532.768,0,0,"0",4,11,20,0,16,31,10,3,117,13,0,1,1,183,-67,"3154",533,"Stage5","ATL",250
"81",81,"6/17/2023",11484,"ATL","Cellium",2,"Control","Breenbergh Hotel","ATL",3,2.56,23,9,3,2653,12.09,2.3,0.9,265.3,515.552,0,0,"0",0,0,10,1,19,5,4,4,96,8,1,0,0,3,-3,"2653",516,"Stage5","SEA",183
"82",82,"6/17/2023",11484,"ATL","Simp",2,"Control","Breenbergh Hotel","ATL",3,1.24,21,17,2,2737,17.62,2.1,1.7,273.7,472.416,2,0,"0",0,0,14,4,12,14,8,3,120,14,1,0,0,3,-3,"2737",472,"Stage5","SEA",183
"83",83,"6/17/2023",11484,"ATL","SlasheR",2,"Control","Breenbergh Hotel","ATL",3,1.75,14,8,3,1733,15.64,1.4,0.8,173.3,519.504,0,0,"0",0,0,9,1,13,6,1,2,61,4,1,0,0,3,-3,"1733",520,"Stage5","SEA",183
"84",84,"6/17/2023",11484,"ATL","aBeZy",2,"Control","Breenbergh Hotel","ATL",3,1.1,11,10,2,1318,15.45,1.1,1,131.8,508.848,1,0,"0",0,0,10,4,9,10,2,0,52,5,1,0,0,3,-3,"1318",509,"Stage5","SEA",183
"85",85,"6/17/2023",11484,"SEA","Accuracy",2,"Control","Breenbergh Hotel","ATL",0,0.33,5,15,2,899,35,0.5,1.5,89.9,471.664,0,0,"0",0,0,9,8,5,11,0,4,32,3,0,1,3,0,-3,"899",472,"Stage5","ATL",250
"86",86,"6/17/2023",11484,"SEA","Mack",2,"Control","Breenbergh Hotel","ATL",0,0.5,10,20,4,1557,19.6,1,2,155.7,461.792,0,2,"0",0,0,10,6,8,14,2,5,61,9,0,1,3,0,-3,"1557",462,"Stage5","ATL",250
"87",87,"6/17/2023",11484,"SEA","Pred",2,"Control","Breenbergh Hotel","ATL",0,0.88,14,16,3,1738,17.36,1.4,1.6,173.8,467.232,0,0,"0",0,0,10,3,10,13,4,3,70,10,0,1,3,0,-3,"1738",467,"Stage5","ATL",250
"88",88,"6/17/2023",11484,"SEA","Sib",2,"Control","Breenbergh Hotel","ATL",0,0.83,15,18,4,2055,20.4,1.5,1.8,205.5,470.384,0,1,"0",0,0,14,0,12,15,3,3,72,10,0,1,3,0,-3,"2055",470,"Stage5","ATL",250
"89",89,"6/17/2023",11484,"ATL","Cellium",1,"S&D","Embassy","SEA",5,1.5,9,6,2,1688,40.89,0.5,0.33,93.78,827.168,1,1,"0",0,0,11,0,6,1,0,1,60,9,0,1,6,5,1,"1688",827,"Stage5","SEA",183
"90",90,"6/17/2023",11484,"ATL","Simp",1,"S&D","Embassy","SEA",5,0.88,7,8,2,834,12.43,0.39,0.44,46.33,660.208,2,2,"0",0,0,8,0,4,6,2,2,24,2,0,1,6,5,1,"834",660,"Stage5","SEA",183
"91",91,"6/17/2023",11484,"ATL","SlasheR",1,"S&D","Embassy","SEA",5,0.63,5,8,1,906,32.2,0.28,0.44,50.33,689.84,1,2,"0",0,0,10,0,4,6,0,1,27,6,0,1,6,5,1,"906",690,"Stage5","SEA",183
"92",92,"6/17/2023",11484,"ATL","aBeZy",1,"S&D","Embassy","SEA",5,0.75,6,8,2,847,17.33,0.33,0.44,47.06,609.904,1,1,"0",0,0,11,0,5,7,0,1,28,9,0,1,6,5,1,"847",610,"Stage5","SEA",183
"93",93,"6/17/2023",11484,"SEA","Accuracy",1,"S&D","Embassy","SEA",6,1.33,8,6,6,1379,28.88,0.44,0.33,76.61,805.872,1,0,"0",0,0,9,0,6,4,1,0,50,5,1,0,5,6,1,"1379",806,"Stage5","ATL",250
"94",94,"6/17/2023",11484,"SEA","Mack",1,"S&D","Embassy","SEA",6,1.14,8,7,2,1133,20.75,0.44,0.39,62.94,590.112,2,3,"0",0,0,9,0,7,5,1,1,44,8,1,0,5,6,1,"1133",590,"Stage5","ATL",250
"95",95,"6/17/2023",11484,"SEA","Pred",1,"S&D","Embassy","SEA",6,1.38,11,8,1,1166,15.09,0.61,0.44,64.78,679.936,2,1,"0",0,0,7,0,6,7,3,0,46,4,1,0,5,6,1,"1166",680,"Stage5","ATL",250
"96",96,"6/17/2023",11484,"SEA","Sib",1,"S&D","Embassy","SEA",6,0.5,3,6,3,858,69,0.17,0.33,47.67,663.744,1,1,"0",0,0,10,0,1,3,0,1,26,9,1,0,5,6,1,"858",664,"Stage5","ATL",250
"97",97,"6/17/2023",11484,"ATL","Cellium",0,"Hardpoint","El Bagra Fortress","ATL",1,1.59,35,22,11,3847,13.97,2.92,1.83,320.58,575.52,0,0,"0",6,5,19,0,28,17,7,5,134,11,1,0,0,250,-9,"3847",576,"Stage5","SEA",183
"98",98,"6/17/2023",11484,"ATL","Simp",0,"Hardpoint","El Bagra Fortress","ATL",1,1.04,28,27,9,3156,18.18,2.33,2.25,263,599.184,0,0,"0",8,6,18,0,18,17,10,10,119,9,1,0,0,250,-9,"3156",599,"Stage5","SEA",183
"99",99,"6/17/2023",11484,"ATL","SlasheR",0,"Hardpoint","El Bagra Fortress","ATL",1,0.76,22,29,11,3279,16.41,1.83,2.42,273.25,545.504,0,0,"0",4,8,27,0,12,17,10,12,114,13,1,0,0,250,-9,"3279",546,"Stage5","SEA",183
"100",100,"6/17/2023",11484,"ATL","aBeZy",0,"Hardpoint","El Bagra Fortress","ATL",1,1.33,36,27,9,3930,12.58,3,2.25,327.5,563.024,1,0,"0",4,3,19,0,23,22,13,5,161,11,1,0,0,250,-9,"3930",563,"Stage5","SEA",183
